epoch,step,train_loss
0,999,0.0003027144994121045
0,1999,0.00037014056579209864
0,2999,1.3539361134462524e-05
0,3999,4.043280932819471e-05
0,4999,0.0003314864879939705
0,5999,4.231131242704578e-06
0,6999,0.00018558143347036093
0,7999,8.710358088137582e-05
0,8999,4.4103780965087935e-06
0,9999,4.125598024984356e-06
0,10999,3.4820618566300254e-06
