epoch,step,train_loss,val_loss
0,49,0.043559830635786057,
0,99,0.014983386732637882,
0,149,0.006187531165778637,
0,199,0.0009008328779600561,
0,249,0.00033618923043832183,
0,299,0.0002106884348904714,
0,349,0.00020660051086451858,
0,399,0.0002609863877296448,
0,449,0.00014023817493580282,
0,499,0.00011341499339323491,
0,549,0.00021965071209706366,
0,599,0.0003088266821578145,
0,649,5.06135547766462e-05,
0,699,6.687439599772915e-05,
0,749,6.733331247232854e-05,
0,799,4.9018784920917824e-05,
0,849,0.0008505361038260162,
0,899,0.00011640753655228764,
0,949,0.0001547342399135232,
0,999,9.777508239494637e-05,
0,1049,2.3329506802838296e-05,
0,1099,5.6814071285771206e-05,
0,1149,4.3890904635190964e-05,
0,1199,0.000431403168477118,
0,1249,2.1919438950135373e-05,
0,1299,1.9366061678738333e-05,
0,1349,0.0007535374606959522,
0,1399,5.9348883951315656e-05,
0,1449,0.0002485404256731272,
0,1499,1.4940531400498003e-05,
0,1549,0.0003248455177526921,
0,1599,0.0002219854504801333,
0,1649,1.2826885722461157e-05,
0,1699,0.0003512897528707981,
0,1749,1.6030242477427237e-05,
0,1799,4.3803189328173175e-05,
0,1849,1.9173116015736014e-05,
0,1899,1.3069708984403405e-05,
0,1949,0.00015772206825204194,
0,1999,1.411287666996941e-05,
0,2049,0.00010466570529388264,
0,2099,9.235757715941872e-06,
0,2149,1.530687222839333e-05,
0,2199,0.0008452230249531567,
0,2249,9.461316039960366e-06,
0,2299,1.5905010513961315e-05,
0,2349,0.00010679502884158865,
0,2399,1.2261097253940534e-05,
0,2449,1.1423379874031525e-05,
0,2499,1.4510384062305093e-05,
0,2549,0.00011130968778161332,
0,2599,0.00018389553588349372,
0,2649,0.0004833046696148813,
0,2699,0.0001083353636204265,
0,2749,0.00039754537283442914,
0,2799,6.706432031933218e-06,
0,2849,0.000848488649353385,
0,2899,1.1829793038486969e-05,
0,2949,2.2929436454433016e-05,
0,2999,1.1214703590667341e-05,
0,3049,1.1044515304092783e-05,
0,3099,5.3174164349911734e-05,
0,3149,1.0658758583304007e-05,
0,3199,0.0001597882219357416,
0,3249,8.78933678905014e-06,
0,3299,6.155530718388036e-05,
0,3349,0.0001359828602289781,
0,3399,0.00027458416298031807,
0,3449,0.0007128049619495869,
0,3499,0.0007695876993238926,
0,3549,2.53236557909986e-05,
0,3599,7.518791790062096e-06,
0,3649,0.0007135478081181645,
0,3699,5.59223881282378e-05,
0,3749,1.0849317732208874e-05,
0,3799,9.153248356597032e-06,
0,3849,0.00016994676843751222,
0,3899,0.000131399545352906,
0,3949,5.715960651286878e-05,
0,3999,0.0006830981001257896,
0,4049,7.888652362453286e-06,
0,4099,2.1962920072837733e-05,
0,4149,9.411316568730399e-05,
0,4199,0.0001201024278998375,
0,4249,6.053230754332617e-05,
0,4299,1.1488827112771105e-05,
0,4349,0.00020566157763823867,
0,4399,1.7127922546933405e-05,
0,4449,1.773769508872647e-05,
0,4499,5.511883500730619e-06,
0,4549,7.217805432446767e-06,
0,4599,1.135194816015428e-05,
0,4649,0.0005094680818729103,
0,4699,0.00016429256356786937,
0,4749,8.91036688699387e-06,
0,4799,0.00019446740043349564,
0,4849,8.896083272702526e-06,
0,4899,4.402984632179141e-05,
0,4949,7.275641110027209e-06,
0,4999,7.128815013857093e-06,
0,5049,7.8329494499485e-06,
0,5099,2.4934437533374876e-05,
0,5149,0.00028038150048814714,
0,5199,9.277023309550714e-06,
0,5249,5.735046670451993e-06,
0,5299,0.00023755786241963506,
0,5349,0.0013305251486599445,
0,5399,7.845318577892613e-06,
0,5449,7.532961171818897e-05,
0,5499,0.000992586836218834,
0,5549,1.4443715372181032e-05,
0,5599,6.691429916827474e-06,
0,5649,4.085793079866562e-06,
0,5699,4.47104230261175e-06,
0,5749,5.784278982901014e-06,
0,5799,5.218055321165593e-06,
0,5849,8.901557885110378e-05,
0,5899,5.52435494682868e-06,
0,5949,6.310674052656395e-06,
0,5999,4.338123289926443e-06,
0,6049,2.5784420358831994e-05,
0,6099,2.2897300368640572e-05,
