epoch,step,train_loss,val_loss
0,49,0.07761509716510773,
0,99,0.012907715514302254,
0,149,0.0014466705033555627,
0,199,0.003742402419447899,
0,249,0.0007830565446056426,
0,299,0.00044853996951133013,
0,349,0.00044334144331514835,
0,399,0.00159118277952075,
0,449,0.00022892633569426835,
0,499,0.00020051022875122726,
0,549,0.0005247094668447971,
0,599,0.0005087698227725923,
0,649,0.00013411077088676393,
0,699,0.00012792425695806742,
0,749,9.630487329559401e-05,
0,799,9.781257540453225e-05,
0,849,0.000195698652532883,
0,899,7.742305024294183e-05,
0,949,6.684986146865413e-05,
0,999,5.951593993813731e-05,
0,1049,4.21111035393551e-05,
0,1099,5.0123489927500486e-05,
0,1149,0.00019739863637369126,
0,1199,4.547015851130709e-05,
0,1249,0.00027314916951581836,
0,1299,5.3826759540243074e-05,
0,1349,2.870756907213945e-05,
0,1399,0.0007603936828672886,
0,1449,0.00033613239065743983,
0,1499,0.0009858276462182403,
0,1549,0.0001741345477057621,
0,1599,0.00016638720990158617,
0,1649,0.00017378163465764374,
0,1699,0.0006766822189092636,
0,1749,1.5151195839280263e-05,
0,1799,0.0002397148055024445,
0,1849,1.51062768054544e-05,
0,1899,0.0002967707987409085,
0,1949,1.4104194633546285e-05,
0,1999,1.6921632777666673e-05,
0,2049,2.133278212568257e-05,
0,2099,1.0424329957459122e-05,
0,2149,1.809943569242023e-05,
0,2199,5.829477231600322e-05,
0,2249,1.4983714208938181e-05,
0,2299,0.000758665963076055,
0,2349,8.276560402009636e-05,
0,2399,1.1930404980375897e-05,
0,2449,9.136693734035362e-06,
0,2499,1.7865109839476645e-05,
0,2549,0.00019591287127695978,
0,2599,1.0321989975636825e-05,
0,2649,0.00021029695926699787,
0,2699,0.00016410465468652546,
0,2749,0.00048725836677476764,
0,2799,1.2458613127819262e-05,
0,2849,7.963830285007134e-05,
0,2899,0.0006477920687757432,
0,2949,9.270363989344332e-06,
0,2999,9.112741827266291e-05,
0,3049,0.0004112801398150623,
0,3099,0.0007022627396509051,
0,3149,4.502418596530333e-05,
0,3199,8.707218512427062e-06,
0,3249,2.162474447686691e-05,
0,3299,0.0001670348283369094,
0,3349,0.00010670093615772203,
0,3399,0.0006783817079849541,
0,3449,9.794809557206463e-06,
0,3499,8.203120160032995e-06,
0,3549,0.0003245774714741856,
0,3599,8.135771167872008e-06,
0,3649,6.182983634062111e-05,
0,3699,0.00021654469310306013,
0,3749,1.163552951766178e-05,
0,3799,2.338314152439125e-05,
0,3849,0.0001305665064137429,
0,3899,6.1725941122858785e-06,
