start,end,duration,total_rain
2010-06-07 02:56:00,2010-06-07 12:25:00,584,763.3280000000001
2010-06-08 23:57:00,2010-06-09 00:47:00,65,63.33
2010-06-09 04:28:00,2010-06-09 05:57:00,104,39.98700000000001
2010-06-10 09:12:00,2010-06-10 19:01:00,604,429.98300000000006
2010-06-11 12:42:00,2010-06-11 17:21:00,294,243.3
2010-06-19 11:26:00,2010-06-19 14:21:00,190,90.031
2010-07-04 01:26:00,2010-07-04 02:36:00,85,56.66799999999999
2010-07-12 16:28:00,2010-07-12 17:41:00,88,103.34100000000001
2010-07-17 02:03:00,2010-07-17 02:58:00,70,66.672
2010-07-17 04:13:00,2010-07-17 04:30:00,32,10.004000000000001
2010-07-17 15:57:00,2010-07-17 16:21:00,39,63.337
2010-07-22 01:10:00,2010-07-22 03:55:00,180,93.33
2010-07-24 15:06:00,2010-07-24 16:32:00,101,23.327000000000005
2010-07-28 13:07:00,2010-07-28 18:32:00,340,266.636
2010-07-28 22:53:00,2010-07-28 23:29:00,51,10.001
2010-07-30 03:47:00,2010-07-30 11:26:00,474,110.00100000000002
2010-07-31 19:26:00,2010-07-31 20:01:00,50,10.004000000000001
2010-07-31 21:29:00,2010-08-01 00:11:00,177,13.302
2010-08-01 01:42:00,2010-08-01 05:08:00,221,43.33500000000001
2010-08-04 16:22:00,2010-08-04 16:59:00,52,49.996
2010-08-08 10:48:00,2010-08-08 13:59:00,206,36.663000000000004
2010-08-08 15:38:00,2010-08-08 19:22:00,239,26.661
2010-08-10 23:05:00,2010-08-11 01:38:00,168,33.308
2010-08-11 05:42:00,2010-08-11 09:20:00,233,40.018
2010-08-11 11:53:00,2010-08-11 13:02:00,84,200.00300000000004
2010-08-12 10:35:00,2010-08-12 12:55:00,155,59.994
2010-08-12 17:16:00,2010-08-12 18:22:00,81,13.338999999999999
2010-08-14 03:55:00,2010-08-14 08:06:00,266,70.001
2010-08-15 22:35:00,2010-08-15 23:08:00,48,56.663000000000004
2010-08-17 08:16:00,2010-08-17 10:21:00,140,16.662000000000003
2010-08-17 13:13:00,2010-08-17 18:12:00,314,116.634
2010-08-18 04:36:00,2010-08-18 12:55:00,514,306.671
2010-08-18 14:01:00,2010-08-18 16:06:00,140,20.029
2010-08-23 11:21:00,2010-08-23 17:27:00,381,249.99200000000002
2010-08-24 23:06:00,2010-08-24 23:37:00,46,13.344000000000001
2010-08-29 23:23:00,2010-08-29 23:42:00,34,10.001
2010-09-03 16:56:00,2010-09-03 18:18:00,97,29.987
2010-09-09 13:56:00,2010-09-10 00:25:00,644,226.654
2010-09-10 01:47:00,2010-09-10 07:05:00,333,53.343
2010-09-11 06:30:00,2010-09-11 08:39:00,144,43.32400000000001
2010-09-12 16:33:00,2010-09-12 18:35:00,137,53.342
2010-09-12 23:29:00,2010-09-13 00:08:00,54,13.327
2010-09-13 23:18:00,2010-09-14 06:29:00,446,203.305
2010-09-14 14:56:00,2010-09-14 15:29:00,48,10.001000000000001
2010-09-14 16:58:00,2010-09-14 18:07:00,84,76.667
2010-09-15 04:41:00,2010-09-15 05:39:00,73,46.67099999999999
2010-09-15 12:34:00,2010-09-15 19:27:00,428,166.67900000000003
2010-09-16 10:21:00,2010-09-16 11:50:00,104,26.667
2010-09-16 12:51:00,2010-09-16 13:30:00,54,13.336
2010-09-17 12:53:00,2010-09-17 14:25:00,107,26.657999999999998
2010-09-20 03:18:00,2010-09-20 05:19:00,136,30.020999999999994
2010-09-20 07:11:00,2010-09-20 10:25:00,209,56.647999999999996
2010-09-20 12:01:00,2010-09-20 13:11:00,85,36.649
2010-09-20 16:43:00,2010-09-20 18:39:00,131,33.303000000000004
2010-09-26 03:09:00,2010-09-26 05:06:00,132,29.973999999999997
2010-10-06 17:51:00,2010-10-07 01:06:00,450,166.639
2010-10-15 22:07:00,2010-10-16 01:26:00,214,26.691999999999997
2010-10-18 17:42:00,2010-10-18 20:36:00,189,116.67
2010-10-19 00:55:00,2010-10-19 02:01:00,81,20.01
2010-10-21 14:54:00,2010-10-21 16:11:00,92,73.334
2010-10-21 19:39:00,2010-10-21 21:53:00,149,116.68700000000001
2010-10-21 22:58:00,2010-10-22 00:17:00,94,16.648
2010-10-22 15:17:00,2010-10-22 18:16:00,194,59.992000000000004
2010-10-22 19:38:00,2010-10-22 23:42:00,259,53.332
2010-10-23 17:08:00,2010-10-24 00:13:00,440,176.641
2010-10-24 04:21:00,2010-10-24 05:46:00,100,16.664
2010-10-24 16:04:00,2010-10-24 19:05:00,196,33.327
2010-10-25 13:07:00,2010-10-25 14:28:00,96,46.66799999999999
2010-10-27 07:03:00,2010-10-27 10:36:00,228,66.62300000000002
2010-10-28 09:13:00,2010-10-28 09:32:00,34,13.328
2010-10-30 17:36:00,2010-10-30 19:30:00,129,20.027
2010-10-30 22:18:00,2010-10-30 22:39:00,36,13.333000000000002
2010-10-31 17:47:00,2010-10-31 19:19:00,107,16.654000000000003
2010-11-02 11:53:00,2010-11-02 13:37:00,119,23.316000000000003
2010-11-02 22:27:00,2010-11-03 04:22:00,370,126.67
2010-11-03 05:53:00,2010-11-03 06:12:00,34,30.002
2010-11-03 11:36:00,2010-11-03 11:51:00,30,23.337000000000003
2010-11-04 21:42:00,2010-11-05 02:43:00,316,116.64000000000001
2010-11-05 21:54:00,2010-11-06 04:47:00,428,83.30000000000001
2010-11-08 11:28:00,2010-11-08 13:32:00,139,16.698
2010-11-11 16:39:00,2010-11-11 21:31:00,307,163.34
2010-11-12 01:08:00,2010-11-12 08:45:00,472,173.30100000000002
2010-11-12 11:24:00,2010-11-12 12:20:00,71,33.337
2010-11-14 08:54:00,2010-11-14 12:45:00,246,70.03099999999999
2010-11-14 13:55:00,2010-11-14 15:58:00,138,13.343
2010-11-14 19:22:00,2010-11-14 20:25:00,78,26.671000000000003
2010-11-18 12:29:00,2010-11-18 13:40:00,86,13.317000000000004
2010-11-18 21:06:00,2010-11-19 06:28:00,577,113.335
2010-11-19 07:29:00,2010-11-19 11:02:00,228,26.661
2010-11-19 13:32:00,2010-11-20 00:14:00,657,89.956
2010-11-22 17:55:00,2010-11-22 21:10:00,210,26.664
2010-11-23 00:48:00,2010-11-23 05:32:00,299,43.284
2010-11-23 06:41:00,2010-11-23 19:23:00,777,123.25699999999999
2010-11-25 20:51:00,2010-11-25 22:06:00,90,13.337999999999996
2010-11-26 02:18:00,2010-11-26 07:55:00,352,143.328
2010-11-26 11:52:00,2010-11-26 13:47:00,130,33.351
2010-11-29 01:27:00,2010-11-29 02:47:00,95,13.346000000000004
2010-12-02 21:17:00,2010-12-03 01:57:00,295,46.69
2010-12-04 17:49:00,2010-12-04 19:11:00,97,13.318999999999999
2010-12-05 05:14:00,2010-12-05 12:45:00,466,73.33200000000001
2010-12-10 21:46:00,2010-12-11 00:26:00,175,96.655
2010-12-16 05:46:00,2010-12-16 06:35:00,64,13.323
2010-12-16 09:35:00,2010-12-16 12:44:00,204,86.662
2010-12-20 19:07:00,2010-12-20 21:14:00,142,79.99300000000001
2010-12-22 23:14:00,2010-12-23 11:17:00,738,109.93
2011-01-04 19:14:00,2011-01-04 21:05:00,126,13.303999999999998
2011-01-06 02:13:00,2011-01-06 06:32:00,274,49.972
2011-01-07 21:33:00,2011-01-07 23:04:00,106,26.648
2011-01-08 03:05:00,2011-01-08 04:30:00,100,20.019000000000002
2011-01-08 06:23:00,2011-01-08 08:42:00,154,36.67400000000001
2011-01-11 18:35:00,2011-01-11 21:22:00,182,63.328
2011-01-13 16:50:00,2011-01-13 21:23:00,288,53.32599999999999
2011-01-14 13:46:00,2011-01-14 18:24:00,293,53.297
2011-01-15 15:44:00,2011-01-15 23:25:00,476,153.334
2011-01-17 18:49:00,2011-01-18 00:21:00,347,129.96099999999998
2011-01-21 19:07:00,2011-01-21 22:54:00,242,53.31700000000001
2011-01-25 01:56:00,2011-01-25 03:56:00,135,26.651999999999997
2011-01-25 07:58:00,2011-01-25 08:26:00,43,13.334999999999999
2011-02-02 21:18:00,2011-02-03 00:49:00,226,29.952000000000005
2011-02-04 01:33:00,2011-02-04 05:54:00,276,203.317
2011-02-04 14:17:00,2011-02-04 17:38:00,216,49.956999999999994
2011-02-05 03:44:00,2011-02-05 06:43:00,194,20.021
2011-02-06 14:01:00,2011-02-06 22:29:00,523,213.332
2011-02-10 14:32:00,2011-02-10 17:17:00,180,29.996000000000002
2011-02-15 19:32:00,2011-02-15 23:53:00,276,36.684
2011-02-16 00:58:00,2011-02-16 03:43:00,180,29.999
2011-03-09 09:23:00,2011-03-09 12:52:00,224,56.684
2011-03-10 04:53:00,2011-03-10 09:23:00,285,133.324
2011-03-10 10:42:00,2011-03-10 14:07:00,220,83.35900000000001
2011-03-14 04:57:00,2011-03-14 11:15:00,393,79.993
2011-03-14 13:16:00,2011-03-14 19:25:00,384,66.70599999999999
2011-03-31 03:01:00,2011-03-31 05:20:00,154,36.67100000000001
2011-03-31 06:32:00,2011-03-31 08:06:00,109,19.990000000000002
2011-03-31 14:23:00,2011-03-31 18:18:00,250,126.66999999999999
2011-03-31 19:39:00,2011-03-31 20:47:00,83,16.666000000000004
2011-03-31 22:16:00,2011-03-31 22:55:00,54,33.334
2011-04-05 11:58:00,2011-04-05 13:23:00,100,63.328
2011-04-06 00:09:00,2011-04-06 01:58:00,124,16.664
2011-04-12 03:10:00,2011-04-12 03:33:00,38,16.663
2011-04-12 05:01:00,2011-04-12 07:44:00,178,56.662
2011-04-13 03:33:00,2011-04-13 04:16:00,58,10.016000000000002
2011-05-03 14:54:00,2011-05-03 15:27:00,48,46.67399999999999
2011-05-14 11:57:00,2011-05-14 12:48:00,66,13.335
2011-05-16 09:58:00,2011-05-16 14:18:00,275,59.93300000000001
2011-05-17 01:07:00,2011-05-17 06:06:00,314,103.333
2011-05-19 03:01:00,2011-05-19 04:24:00,98,10.018
2011-05-22 11:54:00,2011-05-22 13:00:00,81,86.67099999999999
2011-05-24 02:06:00,2011-05-24 04:07:00,136,46.647999999999996
2011-05-24 13:13:00,2011-05-24 13:59:00,61,16.666
2011-05-26 15:48:00,2011-05-26 16:34:00,61,29.994
2011-05-27 00:30:00,2011-05-27 00:52:00,37,23.334000000000003
2011-05-28 14:49:00,2011-05-28 19:50:00,316,89.97899999999998
2011-05-28 21:06:00,2011-05-29 00:27:00,216,83.388
2011-05-29 15:48:00,2011-05-29 17:28:00,115,19.976
2011-05-29 18:35:00,2011-05-29 20:07:00,107,16.656
2011-05-29 21:23:00,2011-05-29 23:24:00,136,19.976000000000006
2011-05-31 13:52:00,2011-05-31 15:37:00,120,53.333
2011-06-06 05:16:00,2011-06-06 05:42:00,41,103.333
2011-06-06 16:56:00,2011-06-06 18:03:00,82,16.675
2011-06-08 15:46:00,2011-06-09 06:22:00,891,673.2489999999999
2011-06-14 01:40:00,2011-06-14 01:55:00,30,29.996
2011-06-16 17:08:00,2011-06-16 17:50:00,57,16.662000000000003
2011-06-16 22:40:00,2011-06-17 00:03:00,98,43.32599999999999
2011-06-17 08:46:00,2011-06-17 09:45:00,74,13.338000000000001
2011-06-18 05:22:00,2011-06-18 06:26:00,79,20.006
2011-06-18 07:57:00,2011-06-18 11:45:00,243,89.99600000000001
2011-06-18 12:46:00,2011-06-18 15:41:00,190,29.983000000000004
2011-06-22 18:43:00,2011-06-22 21:50:00,202,126.664
2011-06-29 22:00:00,2011-06-30 03:38:00,353,529.997
2011-06-30 07:22:00,2011-06-30 10:13:00,186,60.00299999999999
2011-07-02 05:08:00,2011-07-02 07:06:00,133,33.303
2011-07-02 10:26:00,2011-07-02 11:42:00,91,36.671
2011-07-02 21:55:00,2011-07-02 22:37:00,57,40.001000000000005
2011-07-06 17:45:00,2011-07-06 19:08:00,98,76.666
2011-07-08 04:51:00,2011-07-08 09:54:00,318,343.307
2011-07-09 14:14:00,2011-07-09 15:10:00,71,10.015
2011-07-09 17:06:00,2011-07-09 17:56:00,65,183.33800000000002
2011-07-13 05:31:00,2011-07-13 09:52:00,276,176.674
2011-07-13 14:57:00,2011-07-13 20:18:00,336,189.964
2011-07-14 04:07:00,2011-07-14 11:03:00,431,409.9860000000001
2011-07-15 03:46:00,2011-07-15 07:10:00,219,33.290000000000006
2011-07-17 03:51:00,2011-07-17 08:04:00,268,113.322
2011-07-17 18:05:00,2011-07-17 18:25:00,35,16.667
2011-07-18 13:23:00,2011-07-18 13:59:00,51,23.331000000000003
2011-07-18 15:39:00,2011-07-18 16:49:00,85,16.679000000000002
2011-07-22 01:29:00,2011-07-22 02:12:00,58,13.327
2011-07-22 07:58:00,2011-07-23 07:32:00,1429,503.269
2011-07-23 19:57:00,2011-07-23 23:56:00,254,39.989000000000004
2011-07-24 01:09:00,2011-07-24 14:33:00,819,186.654
2011-07-24 19:10:00,2011-07-24 19:26:00,31,13.332
2011-08-06 23:18:00,2011-08-07 01:07:00,124,76.675
2011-08-07 02:12:00,2011-08-07 03:58:00,121,29.982000000000003
2011-08-08 11:56:00,2011-08-08 13:01:00,80,50.007999999999996
2011-08-08 15:28:00,2011-08-08 15:55:00,42,36.666
2011-08-08 17:07:00,2011-08-08 23:21:00,389,93.368
2011-08-09 10:02:00,2011-08-09 10:24:00,37,19.996000000000002
2011-08-10 12:01:00,2011-08-10 12:30:00,44,10.009
2011-08-10 16:44:00,2011-08-10 20:07:00,218,26.654999999999998
2011-08-11 00:02:00,2011-08-11 14:11:00,864,446.663
2011-08-11 15:36:00,2011-08-11 18:09:00,168,16.656999999999996
2011-08-14 12:16:00,2011-08-14 20:52:00,531,399.993
2011-08-19 01:21:00,2011-08-19 01:53:00,47,13.327000000000002
2011-08-19 04:44:00,2011-08-19 07:05:00,156,36.652
2011-08-19 12:47:00,2011-08-19 13:06:00,34,16.661
2011-08-21 16:06:00,2011-08-21 16:42:00,51,30.009
2011-08-21 18:03:00,2011-08-21 19:11:00,83,29.990000000000002
2011-08-21 20:24:00,2011-08-21 21:49:00,100,53.33800000000001
2011-08-24 20:35:00,2011-08-24 21:18:00,58,46.662
2011-08-26 21:32:00,2011-08-26 21:52:00,35,193.331
2011-08-27 00:42:00,2011-08-27 01:04:00,37,23.331
2011-08-27 22:33:00,2011-08-27 22:59:00,41,70.001
2011-08-28 00:27:00,2011-08-28 02:04:00,112,13.350999999999999
2011-08-28 04:51:00,2011-08-28 05:06:00,30,13.334
2011-08-28 10:38:00,2011-08-28 11:51:00,88,33.319
2011-08-28 18:30:00,2011-08-28 18:45:00,30,10.001000000000001
2011-08-29 11:05:00,2011-08-29 11:31:00,41,13.324
2011-08-29 15:37:00,2011-08-29 16:11:00,49,10.003
2011-08-29 17:30:00,2011-08-29 17:58:00,43,23.33
2011-08-29 22:30:00,2011-08-29 23:25:00,70,16.668
2011-09-04 16:10:00,2011-09-04 19:43:00,228,389.98900000000003
2011-09-04 22:12:00,2011-09-05 02:11:00,254,243.369
2011-09-06 15:09:00,2011-09-06 17:24:00,150,76.672
2011-09-06 19:58:00,2011-09-07 02:22:00,399,126.63100000000001
2011-09-07 06:49:00,2011-09-07 10:29:00,235,113.34799999999998
2011-09-07 19:52:00,2011-09-07 20:18:00,41,23.329
2011-09-08 04:33:00,2011-09-08 07:44:00,206,69.967
2011-09-08 10:35:00,2011-09-08 11:05:00,45,10.001999999999999
2011-09-08 15:43:00,2011-09-08 16:08:00,40,26.671999999999997
2011-09-12 13:18:00,2011-09-12 18:27:00,324,46.705999999999996
2011-09-14 04:42:00,2011-09-14 08:48:00,261,56.666
2011-09-14 14:25:00,2011-09-14 14:42:00,32,53.336
2011-09-15 01:28:00,2011-09-15 03:25:00,132,29.963
2011-09-17 05:07:00,2011-09-17 05:28:00,36,26.664
2011-09-18 06:31:00,2011-09-18 09:37:00,201,143.347
2011-09-19 15:16:00,2011-09-19 16:04:00,63,16.679000000000002
2011-09-20 10:45:00,2011-09-20 11:26:00,56,13.324000000000002
2011-09-20 17:02:00,2011-09-20 19:45:00,178,19.948
2011-09-21 05:19:00,2011-09-21 09:03:00,239,39.97
2011-09-21 20:55:00,2011-09-21 21:19:00,39,26.662
2011-09-21 22:37:00,2011-09-21 23:04:00,42,36.67
2011-09-22 03:30:00,2011-09-22 04:16:00,61,19.990000000000002
2011-10-05 23:46:00,2011-10-06 06:08:00,397,173.351
2011-10-06 07:14:00,2011-10-06 10:45:00,226,169.99699999999999
2011-10-06 13:22:00,2011-10-06 14:17:00,70,43.325
2011-10-09 15:40:00,2011-10-09 18:31:00,186,66.651
2011-10-10 08:05:00,2011-10-10 12:46:00,296,116.63700000000001
2011-10-10 15:55:00,2011-10-10 17:27:00,107,16.668000000000003
2011-10-11 09:23:00,2011-10-11 10:02:00,54,46.673
2011-10-11 18:19:00,2011-10-11 18:55:00,51,13.331000000000001
2011-10-18 03:13:00,2011-10-18 11:36:00,518,219.99099999999999
2011-10-18 21:02:00,2011-10-18 22:47:00,120,19.965999999999998
2011-10-19 00:36:00,2011-10-19 01:17:00,56,39.991
2011-10-21 11:53:00,2011-10-21 13:05:00,87,10.011000000000003
2011-11-25 11:09:00,2011-11-25 11:54:00,60,16.659
2011-11-25 19:35:00,2011-11-25 20:45:00,85,46.656000000000006
2011-11-25 21:58:00,2011-11-25 22:20:00,37,13.331
2011-11-26 14:38:00,2011-11-26 17:03:00,160,33.307
2011-11-27 09:47:00,2011-11-27 12:00:00,148,40.004999999999995
2011-12-01 13:50:00,2011-12-01 14:51:00,76,13.354000000000001
2011-12-02 03:35:00,2011-12-02 07:19:00,239,83.336
2011-12-02 09:22:00,2011-12-02 11:21:00,134,13.354000000000001
2011-12-03 07:52:00,2011-12-03 12:19:00,282,139.994
2011-12-03 20:11:00,2011-12-03 21:07:00,71,10.005
2011-12-03 23:36:00,2011-12-04 04:07:00,286,223.31000000000003
2011-12-04 06:47:00,2011-12-04 09:39:00,187,59.99299999999999
2011-12-04 13:30:00,2011-12-04 17:18:00,243,46.643
2011-12-07 08:08:00,2011-12-07 09:23:00,90,13.328
2011-12-07 11:05:00,2011-12-07 13:50:00,180,43.307
2011-12-07 21:27:00,2011-12-07 22:57:00,105,19.994999999999997
2011-12-08 15:44:00,2011-12-08 23:17:00,468,336.677
2011-12-12 09:59:00,2011-12-12 11:36:00,112,10.034999999999998
2011-12-12 13:19:00,2011-12-12 14:13:00,69,10.016
2011-12-13 06:09:00,2011-12-13 12:47:00,413,136.61700000000002
2011-12-13 13:55:00,2011-12-13 15:04:00,84,20.023999999999997
2011-12-14 23:05:00,2011-12-14 23:24:00,34,30.000999999999998
2011-12-15 01:47:00,2011-12-15 05:52:00,260,103.343
2011-12-20 01:10:00,2011-12-20 05:12:00,257,36.67700000000001
2011-12-22 07:30:00,2011-12-22 09:30:00,135,23.317999999999998
2011-12-23 23:00:00,2011-12-24 05:06:00,381,153.313
2011-12-25 02:20:00,2011-12-25 03:39:00,94,16.667999999999996
2011-12-28 16:57:00,2011-12-28 18:57:00,135,13.362000000000002
2011-12-29 01:56:00,2011-12-29 03:14:00,93,19.985
2011-12-29 11:57:00,2011-12-29 13:24:00,102,16.683
2011-12-29 16:52:00,2011-12-29 17:26:00,49,30.003999999999998
2012-01-01 03:42:00,2012-01-01 08:19:00,292,93.27799999999999
2012-01-01 22:04:00,2012-01-02 00:53:00,184,113.34499999999998
2012-01-03 10:19:00,2012-01-03 17:28:00,444,223.34900000000002
2012-01-04 00:21:00,2012-01-04 01:28:00,82,13.354999999999999
2012-01-04 14:13:00,2012-01-04 15:38:00,100,26.644999999999996
2012-01-04 18:41:00,2012-01-05 06:23:00,717,276.656
2012-01-05 08:09:00,2012-01-05 09:18:00,84,23.347000000000005
2012-01-05 10:50:00,2012-01-05 12:07:00,92,13.315000000000001
2012-01-05 14:26:00,2012-01-05 17:10:00,179,36.68200000000001
2012-01-09 08:24:00,2012-01-09 11:10:00,181,30.008
2012-01-12 09:50:00,2012-01-12 10:34:00,59,23.336999999999996
2012-01-18 15:06:00,2012-01-18 17:30:00,159,69.997
2012-01-19 11:38:00,2012-01-19 16:02:00,279,96.711
2012-01-20 12:34:00,2012-01-20 14:53:00,154,36.660000000000004
2012-01-21 06:36:00,2012-01-21 11:02:00,281,93.286
2012-01-21 12:25:00,2012-01-21 13:42:00,92,33.33099999999999
2012-01-21 16:19:00,2012-01-21 17:03:00,59,10.017
2012-01-21 19:35:00,2012-01-21 20:20:00,60,26.668
2012-01-21 22:33:00,2012-01-22 00:49:00,151,33.327999999999996
2012-02-16 11:26:00,2012-02-16 17:31:00,380,76.59
2012-02-18 07:17:00,2012-02-18 08:38:00,96,16.651000000000003
2012-02-18 10:14:00,2012-02-18 15:00:00,301,89.993
2012-02-18 20:24:00,2012-02-18 21:38:00,89,13.347999999999999
2012-02-20 22:37:00,2012-02-21 03:01:00,279,66.684
2012-02-22 17:21:00,2012-02-22 22:17:00,311,66.67999999999999
2012-02-27 08:01:00,2012-02-27 08:58:00,72,16.653
2012-03-07 14:32:00,2012-03-08 02:57:00,760,219.972
2012-03-18 11:55:00,2012-03-18 14:06:00,146,49.992
2012-03-18 19:18:00,2012-03-18 20:58:00,115,13.330999999999998
2012-03-31 06:38:00,2012-03-31 06:55:00,32,19.996000000000002
2012-04-06 08:22:00,2012-04-06 22:25:00,858,109.994
2012-04-09 05:48:00,2012-04-09 11:19:00,346,53.297
2012-04-09 18:21:00,2012-04-09 22:02:00,236,33.324
2012-04-10 05:38:00,2012-04-10 08:06:00,163,26.653000000000002
2012-04-10 16:17:00,2012-04-10 19:44:00,222,76.666
2012-04-11 01:16:00,2012-04-11 02:30:00,89,63.328
2012-04-11 03:57:00,2012-04-11 04:42:00,60,20.0
2012-04-12 17:26:00,2012-04-12 18:16:00,65,56.659
2012-04-13 02:44:00,2012-04-13 04:12:00,103,23.317
2012-04-15 00:48:00,2012-04-15 02:31:00,118,16.64
2012-04-21 18:04:00,2012-04-21 19:36:00,107,16.68
2012-04-21 22:40:00,2012-04-22 01:10:00,165,53.344
2012-04-24 14:42:00,2012-04-24 16:32:00,125,56.681
2012-04-26 05:32:00,2012-04-26 07:20:00,123,36.644
2012-04-26 13:33:00,2012-04-26 15:05:00,107,29.976999999999997
2012-04-28 09:04:00,2012-04-28 10:53:00,124,33.327000000000005
2012-05-08 19:42:00,2012-05-08 20:14:00,47,13.328
2012-05-09 08:02:00,2012-05-09 09:55:00,128,53.333
2012-05-09 11:16:00,2012-05-09 13:06:00,125,33.31400000000001
2012-05-09 14:12:00,2012-05-09 14:57:00,60,23.319
2012-05-09 22:27:00,2012-05-09 23:09:00,57,23.332
2012-05-10 05:11:00,2012-05-10 10:01:00,305,116.67000000000002
2012-05-10 11:04:00,2012-05-10 14:33:00,224,76.669
2012-05-10 20:45:00,2012-05-10 21:47:00,77,20.015
2012-05-11 00:59:00,2012-05-11 02:03:00,79,10.014000000000001
2012-05-16 00:30:00,2012-05-16 01:25:00,70,33.337
2012-05-19 03:05:00,2012-05-19 03:34:00,44,19.999000000000002
2012-05-19 04:55:00,2012-05-19 05:15:00,35,13.331000000000001
2012-06-08 06:53:00,2012-06-08 10:09:00,211,190.004
2012-06-08 14:14:00,2012-06-08 14:31:00,32,20.002000000000002
2012-06-09 13:36:00,2012-06-09 14:47:00,86,16.663999999999998
2012-06-10 06:06:00,2012-06-10 07:25:00,94,36.659
2012-06-10 08:52:00,2012-06-10 10:37:00,120,13.290000000000001
2012-06-12 10:58:00,2012-06-12 13:19:00,156,103.31800000000001
2012-06-15 16:04:00,2012-06-15 18:00:00,131,43.324
2012-06-15 19:23:00,2012-06-15 21:19:00,131,33.313
2012-06-16 00:12:00,2012-06-16 03:22:00,205,56.653999999999996
2012-06-16 20:31:00,2012-06-16 21:23:00,67,13.339000000000002
2012-06-17 06:43:00,2012-06-17 07:33:00,65,20.012
2012-06-18 11:00:00,2012-06-18 12:26:00,101,156.66500000000002
2012-06-22 02:47:00,2012-06-22 09:16:00,404,236.666
2012-06-23 08:46:00,2012-06-23 12:18:00,227,100.00599999999997
2012-06-24 09:26:00,2012-06-24 17:02:00,471,213.283
2012-06-25 07:54:00,2012-06-25 08:20:00,41,19.996
2012-06-25 09:26:00,2012-06-25 09:53:00,42,10.012
2012-06-25 11:14:00,2012-06-25 12:19:00,80,16.668
2012-06-29 04:34:00,2012-06-29 08:03:00,224,323.341
2012-06-29 16:11:00,2012-06-29 17:00:00,64,106.67500000000001
2012-06-30 09:57:00,2012-06-30 10:38:00,56,46.666
2012-07-01 03:39:00,2012-07-01 05:11:00,107,23.340999999999998
2012-07-06 10:06:00,2012-07-06 12:37:00,166,29.997
2012-07-08 17:12:00,2012-07-08 17:54:00,57,83.34299999999999
2012-07-09 11:09:00,2012-07-09 13:30:00,156,23.335
2012-07-09 17:09:00,2012-07-09 19:07:00,133,23.32
2012-07-11 14:50:00,2012-07-11 15:49:00,74,26.678
2012-07-11 16:53:00,2012-07-11 18:04:00,86,79.993
2012-07-12 15:56:00,2012-07-12 16:29:00,48,29.988000000000003
2012-07-13 22:50:00,2012-07-14 00:05:00,90,19.995
2012-07-14 16:05:00,2012-07-14 16:54:00,64,139.98900000000003
2012-07-16 03:55:00,2012-07-16 05:07:00,87,19.979
2012-07-16 07:52:00,2012-07-16 09:33:00,116,140.0
2012-07-16 13:14:00,2012-07-16 14:01:00,62,16.650000000000002
2012-07-18 14:00:00,2012-07-18 15:10:00,85,26.663000000000004
2012-07-18 17:40:00,2012-07-18 20:01:00,156,113.33
2012-07-19 03:05:00,2012-07-19 04:08:00,78,73.34100000000001
2012-07-19 14:55:00,2012-07-19 15:37:00,57,13.336
2012-07-21 11:18:00,2012-07-21 12:10:00,67,10.017000000000001
2012-07-27 22:38:00,2012-07-27 23:18:00,55,190.003
2012-07-28 08:57:00,2012-07-28 13:04:00,262,240.02300000000002
2012-07-29 12:11:00,2012-07-29 13:26:00,90,16.679
2012-07-29 20:13:00,2012-07-29 21:28:00,90,33.31900000000001
2012-07-30 08:52:00,2012-07-30 09:22:00,45,30.0
2012-07-30 13:05:00,2012-07-30 14:22:00,92,43.348
2012-07-31 02:22:00,2012-07-31 04:57:00,170,56.63600000000001
2012-08-02 10:43:00,2012-08-02 11:15:00,47,26.666999999999998
2012-08-02 12:49:00,2012-08-02 13:26:00,52,83.32900000000001
2012-08-03 17:18:00,2012-08-03 18:25:00,82,43.334
2012-08-04 13:40:00,2012-08-04 14:24:00,59,36.669
2012-08-05 03:50:00,2012-08-05 04:39:00,64,33.332
2012-08-06 06:28:00,2012-08-06 09:02:00,169,176.68399999999997
2012-08-07 08:13:00,2012-08-07 09:24:00,86,66.66
2012-08-07 12:19:00,2012-08-07 14:26:00,142,106.633
2012-08-16 11:20:00,2012-08-16 14:25:00,200,100.00300000000001
2012-08-22 03:03:00,2012-08-22 03:51:00,63,123.33500000000001
2012-08-23 00:51:00,2012-08-23 01:19:00,43,16.667
2012-08-23 03:18:00,2012-08-23 05:06:00,123,96.64999999999999
2012-08-25 08:55:00,2012-08-25 09:30:00,50,13.332
2012-08-25 10:34:00,2012-08-25 11:28:00,69,10.015
2012-08-25 15:08:00,2012-08-25 15:31:00,38,36.667
2012-08-26 10:40:00,2012-08-26 11:21:00,56,33.328
2012-09-06 23:24:00,2012-09-07 00:09:00,60,23.337999999999997
2012-09-11 05:21:00,2012-09-11 07:12:00,126,23.360000000000003
2012-09-11 13:02:00,2012-09-11 13:44:00,57,13.323
2012-09-11 18:48:00,2012-09-11 19:03:00,30,16.664
2012-09-14 10:00:00,2012-09-14 10:23:00,38,26.666999999999998
2012-09-14 11:25:00,2012-09-14 13:56:00,166,23.306999999999995
2012-09-18 01:19:00,2012-09-18 01:48:00,44,46.67
2012-09-18 08:07:00,2012-09-18 08:49:00,57,26.664
2012-09-18 10:11:00,2012-09-18 14:17:00,261,136.685
2012-09-21 04:24:00,2012-09-21 09:59:00,350,59.979
