epoch,step,train_loss,val_loss
0,999,0.003803577972576022,
0,1999,0.08595544844865799,
0,2999,0.017629142850637436,
0,3999,0.00455640209838748,
0,4999,0.0013288292102515697,
0,5999,0.10890242457389832,
0,6999,0.038937248289585114,
0,7999,0.0012508194195106626,
0,8999,0.00041296359268017113,
0,9999,0.0018916437402367592,
0,10999,0.003331653540953994,
0,11535,,0.012073974125087261
1,11999,0.0023393756709992886,
1,12999,0.004616595339030027,
1,13999,0.0004158086085226387,
1,14999,0.0016166850691661239,
1,15999,0.011723509058356285,
1,16999,0.0037177063059061766,
1,17999,0.002286396222189069,
1,18999,0.02443128637969494,
1,19999,0.0010522984666749835,
1,20999,0.003915203735232353,
1,21999,0.005942490417510271,
1,22999,0.002168618142604828,
1,23071,,0.012072963640093803
2,23999,0.0027075912803411484,
2,24999,0.006308920681476593,
2,25999,0.0003544781939126551,
2,26999,0.001063356758095324,
2,27999,3.0219450763979694e-06,
2,28999,0.0012549437815323472,
2,29999,0.0810069814324379,
2,30999,0.0017727084923535585,
2,31999,0.05784260854125023,
2,32999,0.004615704528987408,
2,33999,0.006565187592059374,
2,34607,,0.012072739191353321
3,34999,0.0054359775967895985,
3,35999,0.002285971539095044,
3,36999,0.0016103384550660849,
3,37999,0.03405120223760605,
3,38999,0.05857497453689575,
3,39999,0.0051103513687849045,
3,40999,0.010187670588493347,
3,41999,0.001128502539359033,
3,42999,0.000636846583802253,
3,43999,0.001476810546591878,
3,44999,0.043449435383081436,
3,45999,0.0059786527417600155,
3,46143,,0.012074421159923077
4,46999,0.005918698851019144,
4,47999,0.00035438602208159864,
4,48999,0.001885602017864585,
4,49999,0.0025498392060399055,
4,50999,0.01812021993100643,
4,51999,0.0044801426120102406,
4,52999,0.00494158361107111,
4,53999,0.01570468209683895,
4,54999,0.015634087845683098,
4,55999,0.0017973282374441624,
4,56999,0.025101223960518837,
4,57679,,0.012072516605257988
5,57999,0.0017743337666615844,
5,58999,0.0007796626887284219,
5,59999,0.006447494961321354,
5,60999,0.005642887204885483,
5,61999,0.03653189167380333,
5,62999,0.05571351572871208,
5,63999,0.001483540516346693,
5,64999,0.001065649907104671,
5,65999,0.004459743853658438,
5,66999,0.00248089712113142,
5,67999,0.033138588070869446,
5,68999,0.0014192041708156466,
5,69215,,0.012072468176484108
6,69999,0.0007116390042938292,
6,70999,0.004949654918164015,
6,71999,0.05868842452764511,
6,72999,0.0042167650535702705,
6,73999,0.02733408659696579,
6,74999,0.03434658795595169,
6,75999,0.0008873539627529681,
6,76999,0.02118033543229103,
6,77999,0.0018902148585766554,
6,78999,0.020493725314736366,
6,79999,0.0014809529529884458,
6,80751,,0.012074047699570656
7,80999,0.014889835380017757,
7,81999,0.0034155116882175207,
7,82999,0.0011813738383352757,
7,83999,0.0017722661141306162,
7,84999,0.007149218115955591,
7,85999,0.001771944691427052,
7,86999,0.23334908485412598,
7,87999,0.0017799028428271413,
7,88999,0.0021889708004891872,
7,89999,0.002496969187632203,
7,90999,0.01143082045018673,
7,91999,0.0030696322210133076,
7,92287,,0.012073044665157795
8,92999,0.000709766463842243,
8,93999,0.00737012829631567,
8,94999,0.0017719006864354014,
8,95999,0.06165727972984314,
8,96999,0.002566574141383171,
8,97999,0.0004713984380941838,
8,98999,0.00041722567402757704,
8,99999,0.0012454799143597484,
8,100999,0.010293553583323956,
8,101999,0.0014251379761844873,
8,102999,0.004486755467951298,
8,103823,,0.012072380632162094
9,103999,0.00129971862770617,
9,104999,0.13356538116931915,
9,105999,0.030837077647447586,
9,106999,0.0029700584709644318,
9,107999,0.005137691739946604,
9,108999,0.00016420970496255904,
9,109999,0.0014276679139584303,
9,110999,0.0023785356897860765,
9,111999,0.018705708906054497,
9,112999,0.002549665980041027,
9,113999,0.0010656960075721145,
9,114999,0.002259231172502041,
9,115359,,0.012072496116161346
