start,end,duration
2014-01-18 20:36:00,2014-01-20 12:08:00,2432.0
2014-01-21 02:46:00,2014-01-21 04:25:00,159.0
2014-01-22 08:45:00,2014-01-27 03:47:00,6962.0
2014-01-27 20:13:00,2014-01-29 09:28:00,2295.0
2014-01-30 02:27:00,2014-01-30 05:57:00,270.0
2014-01-30 19:15:00,2014-02-01 10:30:00,2415.0
2014-02-02 04:59:00,2014-02-06 02:23:00,5664.0
2014-02-08 07:17:00,2014-02-08 13:36:00,439.0
2014-02-10 11:08:00,2014-02-11 08:07:00,1319.0
2014-02-12 14:11:00,2014-02-12 22:53:00,582.0
2014-02-13 14:22:00,2014-02-14 23:54:00,2072.0
2014-02-16 21:31:00,2014-02-18 17:11:00,2680.0
2014-02-19 21:28:00,2014-02-19 23:26:00,178.0
2014-02-20 12:34:00,2014-02-20 16:24:00,290.0
2014-02-22 04:20:00,2014-02-22 16:51:00,811.0
2014-02-23 06:14:00,2014-03-01 22:44:00,9690.0
2014-03-02 16:44:00,2014-03-07 15:25:00,7181.0
2014-03-08 06:19:00,2014-03-14 19:27:00,9488.0
2014-03-15 10:42:00,2014-03-18 05:22:00,4060.0
2014-03-19 03:02:00,2014-03-19 07:13:00,311.0
2014-03-19 21:24:00,2014-03-21 02:32:00,1808.0
2014-03-21 16:22:00,2014-03-22 13:37:00,1335.0
2014-03-24 03:40:00,2014-03-25 20:36:00,2516.0
2014-03-26 15:59:00,2014-04-04 20:26:00,13287.0
2014-04-05 20:50:00,2014-04-06 13:40:00,1070.0
2014-04-07 11:10:00,2014-04-07 23:00:00,770.0
2014-04-08 21:32:00,2014-04-11 01:15:00,3163.0
2014-04-11 16:40:00,2014-04-12 16:43:00,1503.0
2014-04-13 12:54:00,2014-04-13 21:43:00,589.0
2014-04-14 15:48:00,2014-04-17 15:48:00,4380.0
2014-04-18 22:11:00,2014-04-23 03:19:00,6128.0
2014-04-24 03:28:00,2014-05-07 01:37:00,18669.0
2014-05-07 21:14:00,2014-05-08 05:19:00,545.0
2014-05-10 05:05:00,2014-05-10 14:16:00,611.0
2014-05-13 02:10:00,2014-05-18 15:47:00,8077.0
2014-05-19 07:20:00,2014-05-22 22:53:00,5313.0
2014-05-24 04:35:00,2014-06-05 08:15:00,17560.0
2014-06-06 21:52:00,2014-06-08 05:12:00,1940.0
2014-06-09 04:31:00,2014-06-11 04:33:00,2942.0
2014-06-11 18:03:00,2014-06-13 06:08:00,2225.0
2014-06-14 04:48:00,2014-06-24 14:14:00,15026.0
2014-06-25 04:50:00,2014-06-26 11:00:00,1870.0
2014-06-27 02:48:00,2014-06-27 16:25:00,877.0
2014-06-28 21:57:00,2014-07-01 11:36:00,3759.0
2014-07-02 08:09:00,2014-07-02 09:18:00,129.0
2014-07-02 23:20:00,2014-07-05 15:39:00,3919.0
2014-07-06 12:52:00,2014-07-09 01:22:00,3690.0
2014-07-09 19:30:00,2014-07-10 11:10:00,1000.0
2014-07-11 00:16:00,2014-07-13 22:01:00,4245.0
2014-07-15 04:56:00,2014-07-27 15:11:00,17955.0
2014-07-28 04:59:00,2014-08-03 07:50:00,8871.0
2014-08-03 23:17:00,2014-08-09 07:27:00,7750.0
2014-08-10 01:13:00,2014-08-10 18:38:00,1105.0
2014-08-11 22:35:00,2014-08-12 00:01:00,146.0
2014-08-13 05:23:00,2014-08-14 11:40:00,1877.0
2014-08-15 00:59:00,2014-08-17 01:25:00,2966.0
2014-08-18 23:34:00,2014-08-21 00:38:00,3004.0
2014-08-22 00:26:00,2014-08-22 08:26:00,540.0
2014-08-23 06:30:00,2014-08-23 10:20:00,290.0
2014-08-24 05:10:00,2014-08-24 11:35:00,445.0
2014-08-26 03:05:00,2014-08-29 04:21:00,4456.0
2014-09-01 02:32:00,2014-09-06 22:55:00,8483.0
2014-09-07 12:25:00,2014-09-07 15:32:00,247.0
2014-09-08 05:01:00,2014-09-08 09:15:00,314.0
2014-09-08 22:55:00,2014-09-13 23:42:00,7307.0
2014-09-15 17:32:00,2014-09-21 02:41:00,7809.0
2014-09-21 16:44:00,2014-09-22 01:25:00,581.0
2014-09-22 15:59:00,2014-09-24 12:02:00,2703.0
2014-09-25 05:01:00,2014-09-25 09:50:00,349.0
2014-09-26 03:06:00,2014-09-30 03:03:00,5817.0
2014-10-01 04:54:00,2014-10-01 20:42:00,1008.0
2014-10-02 13:09:00,2014-10-03 03:52:00,943.0
2014-10-03 18:36:00,2014-10-07 08:34:00,5218.0
2014-10-08 17:32:00,2014-10-09 02:38:00,606.0
2014-10-09 16:48:00,2014-10-11 19:37:00,3109.0
2014-10-12 10:25:00,2014-10-13 09:37:00,1452.0
2014-10-14 06:20:00,2014-10-14 16:23:00,663.0
2014-10-16 13:40:00,2014-10-17 01:49:00,789.0
2014-10-18 03:12:00,2014-10-19 03:02:00,1490.0
2014-10-20 15:29:00,2014-10-20 21:26:00,417.0
2014-10-22 06:42:00,2014-10-22 20:22:00,880.0
2014-10-23 12:47:00,2014-10-24 20:50:00,1983.0
2014-10-25 23:27:00,2014-10-29 06:32:00,4805.0
2014-10-29 20:27:00,2014-11-02 09:18:00,5151.0
2014-11-02 22:35:00,2014-11-03 03:34:00,359.0
2014-11-03 18:33:00,2014-11-04 01:58:00,505.0
2014-11-04 17:30:00,2014-11-05 11:10:00,1120.0
2014-11-06 12:56:00,2014-11-10 08:38:00,5562.0
2014-11-11 00:29:00,2014-11-12 12:28:00,2219.0
2014-11-13 04:40:00,2014-11-16 11:30:00,4790.0
2014-11-17 20:06:00,2014-11-18 09:58:00,892.0
2014-11-18 23:52:00,2014-11-19 04:22:00,330.0
2014-11-19 17:41:00,2014-11-20 17:09:00,1468.0
2014-11-21 22:14:00,2014-11-22 14:03:00,1009.0
2014-11-23 22:49:00,2014-11-24 01:25:00,216.0
2014-11-25 05:10:00,2014-12-04 17:25:00,13755.0
2014-12-05 18:06:00,2014-12-05 19:25:00,139.0
2014-12-06 12:32:00,2014-12-07 07:21:00,1189.0
2014-12-08 06:24:00,2014-12-10 01:16:00,2632.0
2014-12-13 12:27:00,2014-12-15 02:01:00,2314.0
2014-12-16 05:03:00,2014-12-16 06:08:00,125.0
2014-12-16 22:44:00,2014-12-17 10:14:00,750.0
2014-12-18 00:10:00,2014-12-18 11:45:00,755.0
2014-12-21 02:55:00,2014-12-21 12:28:00,633.0
2014-12-22 22:40:00,2014-12-23 09:27:00,707.0
2014-12-25 23:39:00,2014-12-29 14:17:00,5258.0
2014-12-30 05:28:00,2015-01-01 21:10:00,3882.0
2015-01-03 21:35:00,2015-01-04 20:05:00,1410.0
2015-01-05 09:54:00,2015-01-05 22:36:00,822.0
2015-01-06 12:13:00,2015-01-06 23:19:00,726.0
2015-01-09 00:46:00,2015-01-09 04:02:00,256.0
2015-01-09 21:51:00,2015-01-10 02:18:00,327.0
2015-01-12 02:27:00,2015-01-12 03:47:00,140.0
2015-01-13 22:14:00,2015-01-14 05:38:00,504.0
2015-01-14 23:27:00,2015-01-15 04:55:00,388.0
2015-01-17 02:04:00,2015-01-17 10:56:00,592.0
2015-01-18 02:27:00,2015-01-19 06:25:00,1738.0
2015-01-20 20:51:00,2015-01-24 06:08:00,4937.0
2015-01-24 23:49:00,2015-01-26 05:38:00,1849.0
2015-01-27 04:15:00,2015-01-28 05:34:00,1579.0
2015-01-30 08:28:00,2015-02-01 10:31:00,3063.0
2015-02-02 00:22:00,2015-02-02 06:41:00,439.0
2015-02-03 15:30:00,2015-02-05 00:40:00,2050.0
2015-02-05 14:26:00,2015-02-20 03:59:00,21033.0
2015-02-22 05:49:00,2015-02-23 02:23:00,1294.0
2015-02-23 23:24:00,2015-02-25 10:30:00,2166.0
2015-02-26 00:05:00,2015-02-27 01:44:00,1599.0
2015-02-28 01:39:00,2015-03-01 01:06:00,1467.0
2015-03-03 06:30:00,2015-03-03 11:06:00,336.0
2015-03-05 05:51:00,2015-03-10 00:36:00,6945.0
2015-03-10 16:20:00,2015-03-20 22:08:00,14808.0
2015-03-22 02:31:00,2015-03-24 04:31:00,3060.0
2015-03-24 22:41:00,2015-03-26 01:02:00,1641.0
2015-03-26 18:13:00,2015-03-28 18:08:00,2935.0
2015-03-30 16:52:00,2015-03-31 00:29:00,517.0
2015-04-01 10:24:00,2015-04-01 14:00:00,276.0
2015-04-02 03:10:00,2015-04-11 16:08:00,13798.0
2015-04-12 09:30:00,2015-04-12 17:25:00,535.0
2015-04-13 22:20:00,2015-04-14 06:48:00,568.0
2015-04-14 21:47:00,2015-04-25 12:42:00,15355.0
2015-04-27 01:45:00,2015-04-30 04:22:00,4537.0
2015-05-01 05:56:00,2015-05-01 09:33:00,277.0
2015-05-02 00:52:00,2015-05-03 16:54:00,2462.0
2015-05-04 18:00:00,2015-05-05 04:54:00,714.0
2015-05-06 07:05:00,2015-05-06 10:31:00,266.0
2015-05-07 15:12:00,2015-05-09 09:40:00,2608.0
2015-05-10 09:39:00,2015-05-12 13:52:00,3193.0
2015-05-13 03:31:00,2015-05-16 12:15:00,4904.0
2015-05-17 02:50:00,2015-05-17 11:03:00,553.0
2015-05-18 04:48:00,2015-05-18 09:56:00,368.0
2015-05-19 09:03:00,2015-05-19 10:18:00,135.0
2015-05-20 07:49:00,2015-05-20 09:17:00,148.0
2015-05-21 01:30:00,2015-05-22 23:18:00,2808.0
2015-05-23 13:12:00,2015-05-25 02:04:00,2272.0
2015-05-25 19:58:00,2015-05-26 07:52:00,774.0
2015-05-26 21:01:00,2015-05-29 11:23:00,3802.0
2015-05-30 09:49:00,2015-05-30 10:51:00,122.0
2015-05-31 06:36:00,2015-05-31 13:56:00,500.0
2015-06-01 13:49:00,2015-06-02 01:27:00,758.0
2015-06-03 10:07:00,2015-06-13 07:38:00,14311.0
2015-06-14 13:45:00,2015-06-17 13:01:00,4336.0
2015-06-18 12:50:00,2015-06-19 16:43:00,1733.0
2015-06-20 05:57:00,2015-06-21 21:08:00,2411.0
2015-06-22 23:32:00,2015-06-27 10:14:00,6462.0
2015-06-28 05:09:00,2015-06-28 17:38:00,809.0
2015-06-29 14:32:00,2015-07-05 13:42:00,8650.0
2015-07-06 10:53:00,2015-07-07 13:37:00,1664.0
2015-07-08 09:31:00,2015-07-08 13:57:00,326.0
2015-07-09 21:39:00,2015-07-11 19:40:00,2821.0
2015-07-12 08:53:00,2015-07-19 18:02:00,10689.0
2015-07-20 08:52:00,2015-07-21 02:16:00,1104.0
2015-07-21 18:05:00,2015-07-24 22:57:00,4672.0
2015-07-26 12:45:00,2015-07-26 22:22:00,637.0
2015-07-30 05:28:00,2015-07-30 13:33:00,545.0
2015-07-31 02:48:00,2015-08-04 14:21:00,6513.0
2015-08-05 08:28:00,2015-08-08 01:08:00,3940.0
2015-08-08 18:33:00,2015-08-10 18:31:00,2938.0
2015-08-11 17:59:00,2015-08-14 13:52:00,4133.0
2015-08-16 02:29:00,2015-08-24 05:14:00,11745.0
2015-08-24 18:18:00,2015-08-24 19:44:00,146.0
2015-08-26 03:31:00,2015-08-27 01:38:00,1387.0
2015-08-28 09:31:00,2015-08-28 10:47:00,136.0
2015-08-28 23:55:00,2015-08-30 16:38:00,2503.0
2015-09-01 10:04:00,2015-09-02 12:03:00,1619.0
2015-09-03 01:07:00,2015-09-03 10:18:00,611.0
2015-09-04 10:39:00,2015-09-04 16:19:00,400.0
2015-09-06 13:35:00,2015-09-11 09:57:00,7042.0
2015-09-12 11:28:00,2015-09-12 23:42:00,794.0
2015-09-14 11:26:00,2015-09-14 13:14:00,168.0
2015-09-15 07:29:00,2015-09-15 11:04:00,275.0
2015-09-16 09:07:00,2015-09-16 17:54:00,587.0
2015-09-17 08:57:00,2015-09-17 14:40:00,403.0
2015-09-18 05:20:00,2015-09-19 03:17:00,1377.0
2015-09-19 16:53:00,2015-09-21 13:16:00,2723.0
2015-09-23 01:16:00,2015-09-23 21:53:00,1297.0
2015-09-24 13:49:00,2015-09-24 15:25:00,156.0
2015-09-25 08:10:00,2015-10-06 18:38:00,16528.0
2015-10-09 11:17:00,2015-10-14 21:52:00,7895.0
2015-10-16 07:03:00,2015-10-16 15:18:00,555.0
2015-10-17 05:37:00,2015-10-17 14:20:00,583.0
2015-10-18 18:21:00,2015-10-22 09:15:00,5274.0
2015-10-23 00:07:00,2015-11-05 08:00:00,19253.0
2015-11-06 20:20:00,2015-11-06 21:40:00,140.0
2015-11-08 11:16:00,2015-11-08 22:16:00,720.0
2015-11-09 15:26:00,2015-11-09 20:44:00,378.0
2015-11-10 14:44:00,2015-11-11 11:12:00,1288.0
2015-11-12 13:23:00,2015-11-13 08:37:00,1214.0
2015-11-15 03:51:00,2015-11-15 05:06:00,135.0
2015-11-15 20:01:00,2015-11-15 23:59:00,298.0
2015-11-17 01:54:00,2015-11-17 02:54:00,120.0
2015-11-21 15:51:00,2015-11-21 23:34:00,523.0
2015-11-23 02:46:00,2015-11-24 06:39:00,1733.0
2015-11-25 11:40:00,2015-11-27 20:37:00,3477.0
2015-11-28 20:39:00,2015-11-28 22:25:00,166.0
2015-11-30 14:14:00,2015-11-30 17:32:00,258.0
2015-12-01 07:14:00,2015-12-01 20:17:00,843.0
2015-12-02 16:13:00,2015-12-03 05:55:00,882.0
2015-12-04 19:31:00,2015-12-05 21:49:00,1638.0
2015-12-06 13:08:00,2015-12-07 21:48:00,2020.0
2015-12-08 15:22:00,2015-12-08 21:31:00,429.0
2015-12-09 13:30:00,2015-12-10 15:49:00,1639.0
2015-12-12 12:01:00,2015-12-12 17:22:00,381.0
2015-12-13 15:30:00,2015-12-14 13:48:00,1398.0
2015-12-15 14:40:00,2015-12-16 19:45:00,1805.0
2015-12-18 18:20:00,2015-12-21 10:01:00,3881.0
2015-12-24 01:43:00,2015-12-24 18:22:00,1059.0
2015-12-25 16:58:00,2015-12-25 19:59:00,241.0
2015-12-27 21:19:00,2015-12-31 10:51:00,5192.0
2016-01-01 01:38:00,2016-01-08 00:13:00,10055.0
2016-01-09 01:50:00,2016-01-10 09:49:00,1979.0
2016-01-11 01:57:00,2016-01-12 03:16:00,1579.0
2016-01-13 17:15:00,2016-01-13 23:35:00,440.0
2016-01-14 14:32:00,2016-01-18 08:39:00,5467.0
2016-01-18 21:50:00,2016-01-19 15:46:00,1136.0
2016-01-20 04:54:00,2016-01-23 00:35:00,4121.0
2016-01-23 18:50:00,2016-01-24 16:06:00,1336.0
2016-01-25 16:37:00,2016-01-26 17:35:00,1558.0
2016-01-27 11:08:00,2016-01-27 12:15:00,127.0
2016-01-28 05:19:00,2016-01-29 01:17:00,1258.0
2016-02-01 05:31:00,2016-02-01 07:25:00,174.0
2016-02-02 10:19:00,2016-02-02 17:37:00,498.0
2016-02-03 23:43:00,2016-02-05 09:51:00,2108.0
2016-02-06 00:56:00,2016-02-07 14:54:00,2338.0
2016-02-11 06:57:00,2016-02-20 03:15:00,12798.0
2016-02-22 17:21:00,2016-03-01 18:38:00,11657.0
2016-03-03 06:32:00,2016-03-03 21:43:00,971.0
2016-03-04 10:49:00,2016-03-05 04:27:00,1118.0
2016-03-07 04:56:00,2016-03-07 07:44:00,228.0
2016-03-07 23:32:00,2016-03-21 14:44:00,19692.0
2016-03-22 06:17:00,2016-03-24 18:16:00,3659.0
2016-03-25 21:33:00,2016-03-27 09:52:00,2239.0
2016-03-28 07:07:00,2016-03-28 14:15:00,488.0
2016-03-29 04:42:00,2016-03-30 05:29:00,1547.0
2016-03-30 21:48:00,2016-04-04 17:06:00,6978.0
2016-04-05 06:49:00,2016-04-05 10:49:00,300.0
2016-04-06 12:06:00,2016-04-06 13:36:00,150.0
2016-04-08 23:06:00,2016-04-12 03:01:00,4615.0
2016-04-12 23:00:00,2016-04-15 00:09:00,3009.0
2016-04-15 14:27:00,2016-04-16 10:08:00,1241.0
2016-04-17 00:22:00,2016-04-18 15:30:00,2408.0
2016-04-19 19:50:00,2016-04-24 13:00:00,6850.0
2016-04-25 08:29:00,2016-04-25 10:27:00,178.0
2016-04-26 17:54:00,2016-04-27 00:50:00,476.0
2016-04-28 00:55:00,2016-04-29 11:30:00,2135.0
2016-04-30 21:54:00,2016-05-03 05:04:00,3370.0
2016-05-03 23:11:00,2016-05-13 10:52:00,13721.0
2016-05-14 00:16:00,2016-05-15 09:02:00,2026.0
2016-05-16 07:20:00,2016-05-19 20:47:00,5187.0
2016-05-20 09:55:00,2016-05-21 15:01:00,1806.0
2016-05-22 10:38:00,2016-05-22 21:24:00,706.0
2016-05-23 20:18:00,2016-05-24 07:52:00,754.0
2016-05-24 21:12:00,2016-05-29 22:53:00,7361.0
2016-05-30 20:15:00,2016-05-31 12:26:00,1031.0
2016-06-01 01:45:00,2016-06-07 00:49:00,8644.0
2016-06-07 14:40:00,2016-06-13 00:54:00,7874.0
2016-06-14 02:13:00,2016-06-15 06:36:00,1763.0
2016-06-16 11:51:00,2016-06-17 14:54:00,1683.0
2016-06-18 06:24:00,2016-06-20 14:38:00,3434.0
2016-06-21 14:50:00,2016-06-22 04:26:00,876.0
2016-06-22 22:50:00,2016-06-25 08:53:00,3543.0
2016-06-26 08:03:00,2016-06-27 15:19:00,1936.0
2016-06-28 05:32:00,2016-06-29 04:55:00,1463.0
2016-07-02 15:53:00,2016-07-03 01:41:00,648.0
2016-07-04 01:07:00,2016-07-04 02:55:00,168.0
2016-07-04 20:58:00,2016-07-05 07:56:00,718.0
2016-07-06 09:36:00,2016-07-08 13:05:00,3149.0
2016-07-09 07:04:00,2016-07-10 01:02:00,1138.0
2016-07-11 08:48:00,2016-07-11 18:12:00,624.0
2016-07-12 11:06:00,2016-07-14 09:54:00,2868.0
2016-07-15 00:07:00,2016-07-16 06:56:00,1909.0
2016-07-16 20:20:00,2016-07-17 08:42:00,802.0
2016-07-18 05:19:00,2016-07-25 12:48:00,10589.0
2016-07-26 03:10:00,2016-07-27 17:53:00,2383.0
2016-07-28 12:29:00,2016-07-29 05:45:00,1096.0
2016-07-30 21:50:00,2016-08-01 07:56:00,2106.0
2016-08-02 14:38:00,2016-08-03 10:38:00,1260.0
2016-08-04 03:29:00,2016-08-04 07:39:00,310.0
2016-08-05 04:30:00,2016-08-06 07:05:00,1655.0
2016-08-06 21:33:00,2016-08-07 15:14:00,1121.0
2016-08-08 04:29:00,2016-08-08 06:06:00,157.0
2016-08-08 19:32:00,2016-08-10 07:50:00,2238.0
2016-08-10 20:59:00,2016-08-13 14:48:00,4009.0
2016-08-14 04:30:00,2016-08-14 09:14:00,344.0
2016-08-14 22:27:00,2016-08-20 11:42:00,8055.0
2016-08-21 01:00:00,2016-08-22 07:04:00,1864.0
2016-08-23 10:24:00,2016-08-28 00:51:00,6687.0
2016-08-29 07:49:00,2016-09-01 08:07:00,4398.0
2016-09-01 22:31:00,2016-09-02 17:51:00,1220.0
2016-09-03 12:10:00,2016-09-03 17:12:00,362.0
2016-09-05 10:34:00,2016-09-20 03:51:00,21257.0
2016-09-20 17:37:00,2016-09-21 02:20:00,583.0
2016-09-21 15:49:00,2016-09-26 05:24:00,6635.0
2016-09-26 19:34:00,2016-09-29 02:25:00,3351.0
2016-10-01 09:16:00,2016-10-01 22:14:00,838.0
2016-10-02 23:05:00,2016-10-03 00:10:00,125.0
2016-10-03 19:43:00,2016-10-08 00:31:00,6108.0
2016-10-08 13:51:00,2016-10-08 15:53:00,182.0
2016-10-10 04:25:00,2016-10-10 09:48:00,383.0
2016-10-11 03:51:00,2016-10-12 22:57:00,2646.0
2016-10-13 15:02:00,2016-10-15 09:57:00,2635.0
2016-10-16 07:50:00,2016-10-18 16:37:00,3467.0
2016-10-20 16:29:00,2016-10-21 00:53:00,564.0
2016-10-23 06:39:00,2016-10-23 09:37:00,238.0
2016-10-24 13:30:00,2016-10-26 21:26:00,3416.0
2016-10-27 14:00:00,2016-10-28 04:45:00,945.0
2016-10-28 19:57:00,2016-11-02 04:07:00,6310.0
2016-11-02 17:34:00,2016-11-03 17:09:00,1475.0
2016-11-06 10:58:00,2016-11-08 04:24:00,2546.0
2016-11-08 18:06:00,2016-11-08 22:31:00,325.0
2016-11-10 01:36:00,2016-11-14 14:15:00,6579.0
2016-11-15 10:06:00,2016-11-16 12:36:00,1650.0
2016-11-20 04:35:00,2016-11-20 11:31:00,476.0
2016-11-21 07:31:00,2016-11-21 12:55:00,384.0
2016-11-22 03:40:00,2016-11-30 00:36:00,11396.0
2016-12-01 18:31:00,2016-12-07 08:37:00,8106.0
2016-12-08 01:35:00,2016-12-08 04:09:00,214.0
2016-12-08 17:29:00,2016-12-09 15:01:00,1352.0
2016-12-10 18:41:00,2016-12-11 00:12:00,391.0
2016-12-12 08:34:00,2016-12-18 00:21:00,8207.0
2016-12-18 14:33:00,2016-12-23 02:35:00,6542.0
2016-12-23 17:36:00,2016-12-23 21:18:00,282.0
2016-12-25 23:22:00,2016-12-26 03:11:00,289.0
2016-12-27 03:59:00,2017-01-01 03:22:00,7223.0
2017-01-02 00:34:00,2017-01-02 16:20:00,1006.0
2017-01-03 06:21:00,2017-01-03 07:53:00,152.0
2017-01-04 10:47:00,2017-01-05 07:13:00,1286.0
2017-01-05 20:30:00,2017-01-07 02:40:00,1870.0
2017-01-07 22:36:00,2017-01-09 05:58:00,1942.0
2017-01-09 19:59:00,2017-01-09 22:16:00,197.0
2017-01-10 12:25:00,2017-01-11 05:59:00,1114.0
2017-01-12 18:49:00,2017-01-14 02:45:00,1976.0
2017-01-14 16:07:00,2017-01-29 11:26:00,21379.0
2017-01-30 04:18:00,2017-01-30 05:18:00,120.0
2017-01-31 03:37:00,2017-02-04 01:57:00,5720.0
2017-02-04 16:25:00,2017-02-05 16:51:00,1526.0
2017-02-06 11:03:00,2017-02-07 09:03:00,1380.0
2017-02-07 23:39:00,2017-02-08 06:37:00,478.0
2017-02-09 00:39:00,2017-02-19 02:05:00,14546.0
2017-02-19 23:15:00,2017-02-20 07:57:00,582.0
2017-02-21 04:37:00,2017-02-21 23:43:00,1206.0
2017-02-22 17:13:00,2017-02-23 10:43:00,1110.0
2017-02-24 14:45:00,2017-02-25 11:02:00,1277.0
2017-03-02 22:00:00,2017-03-04 03:23:00,1823.0
2017-03-04 17:28:00,2017-03-05 07:58:00,930.0
2017-03-05 23:12:00,2017-03-08 11:27:00,3675.0
2017-03-09 03:46:00,2017-03-09 15:33:00,767.0
2017-03-10 08:28:00,2017-03-17 11:22:00,10314.0
2017-03-18 20:25:00,2017-03-19 09:35:00,850.0
2017-03-20 08:50:00,2017-03-20 12:41:00,291.0
2017-03-21 08:38:00,2017-03-21 09:46:00,128.0
2017-03-22 07:43:00,2017-03-29 03:07:00,9864.0
2017-03-29 16:21:00,2017-03-30 05:00:00,819.0
2017-03-30 23:57:00,2017-04-11 16:42:00,16905.0
2017-04-14 03:33:00,2017-04-14 08:20:00,347.0
2017-04-16 11:13:00,2017-04-16 16:32:00,379.0
2017-04-17 09:04:00,2017-04-17 13:46:00,342.0
2017-04-18 05:35:00,2017-04-21 14:21:00,4906.0
2017-04-22 05:27:00,2017-04-24 09:22:00,3175.0
2017-04-24 23:02:00,2017-04-25 11:18:00,796.0
2017-04-26 00:41:00,2017-04-26 10:54:00,673.0
2017-04-27 02:49:00,2017-04-27 17:11:00,922.0
2017-04-29 16:23:00,2017-05-09 22:14:00,14811.0
2017-05-11 13:33:00,2017-05-13 19:06:00,3273.0
2017-05-14 10:42:00,2017-05-15 02:14:00,992.0
2017-05-15 15:53:00,2017-05-15 23:35:00,522.0
2017-05-17 10:28:00,2017-05-18 20:37:00,2109.0
2017-05-19 11:18:00,2017-05-23 12:14:00,5876.0
2017-05-24 05:06:00,2017-05-28 06:45:00,5919.0
2017-05-28 20:01:00,2017-05-30 05:22:00,2061.0
2017-05-30 18:30:00,2017-06-06 14:35:00,9905.0
2017-06-08 10:39:00,2017-06-08 14:16:00,277.0
2017-06-10 06:29:00,2017-06-11 20:21:00,2332.0
2017-06-12 23:32:00,2017-06-15 21:03:00,4231.0
2017-06-16 10:06:00,2017-06-22 05:54:00,8448.0
2017-06-22 21:22:00,2017-06-24 10:37:00,2295.0
2017-06-25 00:20:00,2017-06-29 07:21:00,6241.0
2017-07-01 15:53:00,2017-07-03 06:14:00,2361.0
2017-07-04 08:45:00,2017-07-07 01:35:00,3950.0
2017-07-07 14:40:00,2017-07-08 00:54:00,674.0
2017-07-08 14:45:00,2017-07-11 07:09:00,3924.0
2017-07-11 22:58:00,2017-07-12 02:41:00,283.0
2017-07-12 16:34:00,2017-07-16 04:21:00,5087.0
2017-07-17 00:20:00,2017-07-20 13:26:00,5166.0
2017-07-21 06:29:00,2017-07-22 13:34:00,1925.0
2017-07-24 00:40:00,2017-07-25 02:33:00,1613.0
2017-07-26 01:44:00,2017-07-27 08:00:00,1876.0
2017-07-27 22:40:00,2017-07-29 02:52:00,1752.0
2017-07-29 22:37:00,2017-07-30 00:02:00,145.0
2017-07-31 18:32:00,2017-08-03 03:15:00,3463.0
2017-08-05 12:13:00,2017-08-08 19:57:00,4844.0
2017-08-09 10:26:00,2017-08-12 06:33:00,4147.0
2017-08-13 10:59:00,2017-08-15 17:03:00,3304.0
2017-08-16 09:41:00,2017-08-17 14:04:00,1763.0
2017-08-18 06:07:00,2017-08-18 18:15:00,788.0
2017-08-19 13:46:00,2017-08-20 06:21:00,1055.0
2017-08-21 03:56:00,2017-08-24 08:04:00,4628.0
2017-08-24 21:11:00,2017-08-27 01:38:00,3207.0
2017-08-27 15:22:00,2017-08-30 02:38:00,3616.0
2017-08-31 19:56:00,2017-09-05 23:28:00,7472.0
2017-09-07 03:00:00,2017-09-08 00:22:00,1342.0
2017-09-09 03:55:00,2017-09-09 09:02:00,367.0
2017-09-10 02:23:00,2017-09-11 04:19:00,1616.0
2017-09-11 18:28:00,2017-09-12 08:30:00,902.0
2017-09-13 05:19:00,2017-09-13 06:36:00,137.0
2017-09-15 04:26:00,2017-09-15 09:14:00,348.0
2017-09-16 01:30:00,2017-09-19 17:43:00,5353.0
2017-09-21 16:45:00,2017-09-27 10:02:00,8297.0
2017-09-28 02:02:00,2017-09-28 08:42:00,460.0
2017-09-29 04:20:00,2017-09-30 12:09:00,1969.0
2017-10-01 16:49:00,2017-10-02 02:27:00,638.0
2017-10-04 05:08:00,2017-10-04 08:07:00,239.0
2017-10-05 23:04:00,2017-10-07 06:14:00,1930.0
2017-10-08 04:25:00,2017-10-10 07:22:00,3117.0
2017-10-13 03:59:00,2017-10-18 11:47:00,7728.0
2017-10-19 11:29:00,2017-10-20 08:35:00,1326.0
2017-10-21 07:39:00,2017-10-21 18:30:00,711.0
2017-10-22 10:06:00,2017-10-22 17:36:00,510.0
2017-10-23 11:01:00,2017-10-24 11:39:00,1538.0
2017-10-25 22:38:00,2017-10-28 20:28:00,4250.0
2017-10-29 16:23:00,2017-10-31 22:07:00,3284.0
2017-11-01 13:37:00,2017-11-01 23:39:00,662.0
2017-11-02 14:30:00,2017-11-04 22:48:00,3438.0
2017-11-05 12:23:00,2017-11-09 15:34:00,6011.0
2017-11-11 02:48:00,2017-11-11 06:47:00,299.0
2017-11-11 21:50:00,2017-11-11 23:49:00,179.0
2017-11-12 13:06:00,2017-11-14 05:19:00,2473.0
2017-11-14 23:27:00,2017-11-16 07:17:00,1970.0
2017-11-17 08:50:00,2017-11-17 22:07:00,857.0
2017-11-19 15:28:00,2017-11-20 02:22:00,714.0
2017-11-20 15:43:00,2017-11-21 21:32:00,1849.0
2017-11-23 00:44:00,2017-11-23 11:07:00,683.0
2017-11-24 01:42:00,2017-11-24 06:47:00,365.0
2017-11-24 22:45:00,2017-11-26 04:27:00,1842.0
2017-11-29 01:28:00,2017-12-01 03:06:00,3038.0
2017-12-01 23:27:00,2017-12-02 19:39:00,1272.0
2017-12-03 18:15:00,2017-12-07 12:18:00,5463.0
